id,age_cat,c_charge_degree,race,sex,priors_count,two_year_recid
3171,25 - 45,F,Other,Male,2,0
3172,25 - 45,F,Hispanic,Male,2,0
3173,Greater than 45,M,African-American,Male,0,1
3174,Greater than 45,F,African-American,Male,12,1
3175,25 - 45,M,Caucasian,Male,1,0
3176,Greater than 45,M,Caucasian,Female,8,1
3177,25 - 45,F,African-American,Female,0,0
3178,Greater than 45,F,African-American,Female,6,0
3179,25 - 45,M,Caucasian,Male,4,1
3180,25 - 45,F,Caucasian,Male,0,0
3181,25 - 45,F,African-American,Male,9,1
3182,Greater than 45,F,Caucasian,Male,2,0
3183,Greater than 45,F,African-American,Male,12,1
3184,25 - 45,F,Caucasian,Male,1,0
3185,25 - 45,F,Other,Male,0,1
3186,25 - 45,F,African-American,Female,2,1
3187,25 - 45,F,Caucasian,Male,1,0
3188,Greater than 45,M,Caucasian,Male,0,0
3189,25 - 45,F,African-American,Male,0,0
3190,25 - 45,F,Caucasian,Male,1,0
3191,25 - 45,F,African-American,Male,3,1
3192,Greater than 45,F,Caucasian,Female,6,1
3193,Less than 25,F,African-American,Male,1,1
3194,Less than 25,F,African-American,Male,0,0
3195,25 - 45,F,African-American,Female,1,1
3196,Greater than 45,F,African-American,Female,0,0
3197,Greater than 45,M,Caucasian,Female,0,0
3198,Greater than 45,M,African-American,Male,0,0
3199,Less than 25,M,African-American,Male,0,0
3200,25 - 45,F,African-American,Male,0,0
3201,25 - 45,F,African-American,Male,10,1
3202,25 - 45,F,Hispanic,Male,1,1
3203,Greater than 45,F,African-American,Male,1,0
3204,25 - 45,F,African-American,Male,2,1
3205,Less than 25,F,African-American,Female,0,0
3206,25 - 45,F,African-American,Male,0,0
3207,25 - 45,F,Caucasian,Male,5,1
3208,Greater than 45,F,African-American,Male,0,0
3209,25 - 45,F,African-American,Male,2,0
3210,Less than 25,M,Caucasian,Male,1,0
3211,Greater than 45,F,Other,Female,0,0
3212,25 - 45,F,Hispanic,Male,0,1
3213,Greater than 45,F,Hispanic,Male,2,1
3214,25 - 45,F,African-American,Male,0,0
3215,25 - 45,F,African-American,Male,0,1
3216,Less than 25,M,Caucasian,Male,0,0
3217,25 - 45,M,Caucasian,Female,0,0
3218,Less than 25,F,African-American,Male,1,1
3219,Greater than 45,F,African-American,Male,3,0
3220,Less than 25,F,African-American,Male,2,1
3221,25 - 45,F,Caucasian,Male,2,0
3222,25 - 45,F,African-American,Female,3,0
3223,25 - 45,M,African-American,Male,0,1
3224,25 - 45,M,Caucasian,Male,3,1
3225,Less than 25,M,African-American,Male,0,1
3226,25 - 45,M,African-American,Female,3,0
3227,25 - 45,F,Caucasian,Female,4,0
3228,25 - 45,F,African-American,Female,1,0
3229,25 - 45,F,African-American,Female,15,1
3230,Less than 25,F,African-American,Male,0,0
3231,25 - 45,F,Caucasian,Male,2,1
3232,Less than 25,F,Caucasian,Male,0,0
3233,25 - 45,F,African-American,Male,0,0
3234,25 - 45,F,African-American,Male,1,0
3235,Less than 25,F,African-American,Female,3,0
3236,Less than 25,F,African-American,Female,1,0
3237,25 - 45,M,African-American,Male,0,1
3238,25 - 45,M,Caucasian,Male,2,1
3239,Less than 25,F,African-American,Male,1,1
3240,25 - 45,M,African-American,Male,3,1
3241,25 - 45,M,African-American,Male,0,0
3242,25 - 45,F,Caucasian,Male,1,1
3243,25 - 45,F,Caucasian,Male,10,1
3244,25 - 45,F,Caucasian,Male,0,0
3245,Greater than 45,M,Caucasian,Male,1,0
3246,25 - 45,F,African-American,Male,7,1
3247,25 - 45,F,Caucasian,Male,0,0
3248,25 - 45,M,Caucasian,Male,0,0
3249,25 - 45,F,African-American,Male,5,0
3250,Less than 25,F,African-American,Male,0,0
3251,25 - 45,M,Caucasian,Male,0,0
3252,25 - 45,F,African-American,Male,12,1
3253,25 - 45,M,Caucasian,Female,4,0
3254,25 - 45,M,African-American,Female,0,0
3255,25 - 45,F,African-American,Male,4,0
3256,25 - 45,F,Caucasian,Male,1,0
3257,25 - 45,M,Caucasian,Female,0,0
3258,25 - 45,F,African-American,Male,18,1
3259,25 - 45,F,African-American,Male,2,0
3260,25 - 45,F,Other,Male,0,0
3261,25 - 45,M,African-American,Female,0,0
3262,25 - 45,F,Caucasian,Female,1,0
3263,25 - 45,F,African-American,Male,2,1
3264,25 - 45,M,African-American,Female,0,0
3265,25 - 45,M,Caucasian,Male,3,0
3266,25 - 45,F,Hispanic,Female,0,0
3267,25 - 45,M,African-American,Female,0,0
3268,25 - 45,M,Caucasian,Female,0,0
3269,Less than 25,F,Caucasian,Male,1,1
3270,Less than 25,F,African-American,Male,0,0
3271,Greater than 45,M,Hispanic,Female,0,0
3272,Less than 25,M,African-American,Male,2,1
3273,25 - 45,F,African-American,Female,1,1
3274,Less than 25,M,African-American,Male,1,0
3275,25 - 45,M,African-American,Male,3,1
3276,Less than 25,F,African-American,Male,5,1
3277,Less than 25,M,Other,Male,0,0
3278,Less than 25,M,Caucasian,Female,0,0
3279,25 - 45,F,Caucasian,Male,2,1
3280,Less than 25,M,Hispanic,Female,0,0
3281,25 - 45,F,Caucasian,Male,0,1
3282,25 - 45,M,Caucasian,Female,0,1
3283,25 - 45,F,African-American,Male,12,1
3284,25 - 45,F,African-American,Male,2,0
3285,25 - 45,M,Caucasian,Female,0,0
3286,25 - 45,F,Caucasian,Female,0,0
3287,Greater than 45,F,African-American,Male,4,0
3288,25 - 45,M,Caucasian,Female,0,0
3289,25 - 45,M,Hispanic,Male,2,0
3290,25 - 45,F,African-American,Male,9,1
3291,Greater than 45,F,Caucasian,Male,0,0
3292,Less than 25,M,African-American,Male,1,0
3293,25 - 45,F,African-American,Female,1,0
3294,Greater than 45,M,Caucasian,Male,1,0
3295,Less than 25,F,Hispanic,Male,2,0
3296,Greater than 45,M,African-American,Female,21,1
3297,25 - 45,M,Other,Male,0,0
3298,25 - 45,F,Hispanic,Male,0,0
3299,Greater than 45,F,African-American,Male,12,0
3300,Greater than 45,F,African-American,Male,3,0
3301,25 - 45,M,Caucasian,Female,2,0
3302,25 - 45,F,Caucasian,Male,13,1
3303,Less than 25,F,Caucasian,Male,3,0
3304,Less than 25,F,African-American,Male,0,0
3305,25 - 45,F,Caucasian,Male,1,0
3306,25 - 45,M,Caucasian,Female,1,0
3307,Greater than 45,F,African-American,Male,5,1
3308,25 - 45,F,Caucasian,Male,2,1
3309,Less than 25,F,African-American,Male,0,1
3310,25 - 45,F,Other,Male,0,0
3311,25 - 45,F,African-American,Male,0,0
3312,Less than 25,F,African-American,Male,1,1
3313,Less than 25,F,African-American,Male,3,1
3314,Less than 25,F,Caucasian,Male,1,0
3315,Greater than 45,M,Other,Male,0,0
3316,Less than 25,F,African-American,Male,2,0
3317,25 - 45,M,African-American,Female,0,0
3318,Greater than 45,M,Caucasian,Female,0,1
3319,25 - 45,F,African-American,Male,1,0
3320,Greater than 45,F,Hispanic,Male,13,0
3321,25 - 45,F,African-American,Male,0,1
3322,25 - 45,F,Caucasian,Male,2,0
3323,25 - 45,F,Hispanic,Male,1,0
3324,Less than 25,F,Caucasian,Male,0,1
3325,25 - 45,F,Caucasian,Female,2,1
3326,25 - 45,F,African-American,Male,8,1
3327,Less than 25,M,African-American,Male,0,1
3328,25 - 45,F,African-American,Female,4,0
3329,25 - 45,F,Caucasian,Male,0,1
3330,25 - 45,F,Other,Male,0,1
3331,25 - 45,M,African-American,Female,0,0
3332,Greater than 45,M,Caucasian,Male,3,0
3333,25 - 45,F,African-American,Male,5,0
3334,25 - 45,F,African-American,Male,0,0
3335,25 - 45,M,African-American,Male,6,1
3336,Less than 25,M,African-American,Female,1,0
3337,25 - 45,F,Caucasian,Male,11,0
3338,Less than 25,F,Caucasian,Male,0,0
3339,25 - 45,F,African-American,Female,2,0
3340,Greater than 45,F,Caucasian,Male,1,1
3341,25 - 45,F,Hispanic,Male,2,0
3342,25 - 45,F,African-American,Male,17,1
3343,Greater than 45,M,Caucasian,Female,1,0
3344,25 - 45,F,Caucasian,Male,0,0
3345,Greater than 45,F,African-American,Male,17,1
3346,25 - 45,M,African-American,Female,0,0
3347,25 - 45,M,Caucasian,Male,3,1
3348,Less than 25,F,African-American,Male,1,1
3349,25 - 45,F,African-American,Male,0,0
3350,25 - 45,M,African-American,Male,2,0
3351,25 - 45,F,Hispanic,Male,0,1
3352,25 - 45,M,Caucasian,Male,0,0
3353,25 - 45,F,African-American,Male,1,1
3354,Less than 25,F,African-American,Female,0,0
3355,Less than 25,F,African-American,Female,1,0
3356,25 - 45,M,Hispanic,Female,0,0
3357,25 - 45,F,African-American,Male,18,1
3358,25 - 45,F,African-American,Male,9,1
3359,Less than 25,F,African-American,Male,1,0
3360,25 - 45,F,African-American,Female,0,1
3361,25 - 45,M,African-American,Male,10,0
3362,25 - 45,F,African-American,Male,1,0
3363,25 - 45,F,African-American,Male,0,0
3364,Less than 25,F,African-American,Male,2,1
3365,25 - 45,F,Caucasian,Male,1,1
3366,25 - 45,M,African-American,Male,1,1
3367,25 - 45,F,Caucasian,Male,0,0
3368,25 - 45,M,African-American,Male,0,0
3369,Less than 25,F,Caucasian,Male,3,1
3370,25 - 45,F,African-American,Female,0,0
3371,Less than 25,F,African-American,Male,1,1
3372,25 - 45,F,Caucasian,Female,0,0
3373,Greater than 45,F,Caucasian,Male,2,0
3374,Greater than 45,F,African-American,Female,1,1
3375,Less than 25,F,African-American,Female,4,1
3376,25 - 45,M,Caucasian,Female,0,0
3377,Less than 25,F,African-American,Male,2,1
3378,25 - 45,F,African-American,Male,0,0
3379,25 - 45,M,Caucasian,Male,1,1
3380,Greater than 45,F,Caucasian,Male,3,0
3381,Less than 25,F,African-American,Male,0,0
3382,Less than 25,F,African-American,Male,2,1
3383,25 - 45,F,African-American,Male,3,1
3384,25 - 45,F,Hispanic,Male,0,0
3385,25 - 45,F,African-American,Female,0,0
3386,25 - 45,M,African-American,Male,0,1
3387,Greater than 45,F,Caucasian,Female,2,0
3388,25 - 45,F,Other,Female,2,0
3389,Less than 25,M,Caucasian,Male,0,0
3390,25 - 45,F,African-American,Male,10,1
3391,25 - 45,F,African-American,Male,5,1
3392,Less than 25,F,African-American,Male,4,1
3393,25 - 45,M,Caucasian,Male,0,0
3394,25 - 45,M,Caucasian,Male,1,0
3395,25 - 45,F,Caucasian,Male,0,1
3396,Greater than 45,F,Hispanic,Male,1,1
3397,Greater than 45,M,African-American,Male,4,0
3398,25 - 45,M,Hispanic,Male,1,0
3399,25 - 45,F,African-American,Male,2,1
3400,25 - 45,M,African-American,Male,2,1
3401,Less than 25,F,African-American,Male,0,0
3402,Greater than 45,M,African-American,Male,20,1
3403,Less than 25,F,Caucasian,Male,2,0
3404,25 - 45,F,African-American,Female,6,0
3405,Greater than 45,M,African-American,Male,12,1
3406,Greater than 45,F,African-American,Male,4,1
3407,Greater than 45,M,African-American,Male,8,0
3408,25 - 45,F,African-American,Male,0,0
3409,Less than 25,F,Caucasian,Male,0,0
3410,25 - 45,M,African-American,Male,0,1
3411,25 - 45,F,Caucasian,Male,2,0
3412,25 - 45,F,Caucasian,Male,2,0
3413,25 - 45,M,African-American,Female,0,1
3414,25 - 45,F,African-American,Male,7,0
3415,Greater than 45,M,African-American,Male,0,1
3416,25 - 45,F,Caucasian,Male,5,1
3417,25 - 45,M,African-American,Male,16,1
3418,25 - 45,F,Other,Male,1,0
3419,Greater than 45,M,Caucasian,Female,1,0
3420,Less than 25,F,African-American,Male,2,0
3421,25 - 45,F,Caucasian,Male,2,1
3422,25 - 45,M,Hispanic,Male,0,1
3423,25 - 45,F,Caucasian,Female,3,1
3424,Less than 25,F,Caucasian,Male,0,0
3425,Less than 25,F,African-American,Male,0,1
3426,25 - 45,F,African-American,Male,0,0
3427,25 - 45,F,African-American,Male,1,0
3428,25 - 45,M,Native American,Male,2,0
3429,25 - 45,M,African-American,Male,0,1
3430,Greater than 45,F,African-American,Male,1,0
3431,25 - 45,F,African-American,Male,0,0
3432,Greater than 45,M,Caucasian,Male,0,0
3433,25 - 45,F,African-American,Female,9,0
3434,Less than 25,M,Caucasian,Male,0,1
3435,25 - 45,M,African-American,Male,6,1
3436,Less than 25,F,Caucasian,Male,2,1
3437,Less than 25,M,Caucasian,Female,4,1
3438,25 - 45,M,Caucasian,Female,0,1
3439,25 - 45,F,African-American,Male,8,1
3440,25 - 45,F,Caucasian,Male,3,0
3441,Greater than 45,M,Caucasian,Female,0,0
3442,25 - 45,F,Hispanic,Male,0,0
3443,Less than 25,F,Caucasian,Female,0,0
3444,Greater than 45,F,Other,Male,0,0
3445,25 - 45,F,Caucasian,Male,2,0
3446,25 - 45,M,Hispanic,Male,1,0
3447,25 - 45,F,African-American,Male,2,0
3448,25 - 45,M,African-American,Male,11,1
3449,Less than 25,F,Caucasian,Female,0,0
3450,Greater than 45,M,Caucasian,Male,4,1
3451,25 - 45,F,African-American,Male,10,1
3452,Greater than 45,F,Caucasian,Male,0,0
3453,Greater than 45,M,Caucasian,Male,3,1
3454,Less than 25,F,African-American,Male,0,1
3455,25 - 45,F,African-American,Male,9,0
3456,Greater than 45,F,Caucasian,Male,0,0
3457,Less than 25,M,African-American,Male,3,0
3458,Greater than 45,F,Caucasian,Male,2,1
3459,25 - 45,F,Asian,Male,0,0
3460,25 - 45,M,African-American,Male,0,1
3461,25 - 45,F,African-American,Female,5,0
3462,Greater than 45,M,Caucasian,Female,0,0
3463,25 - 45,M,Other,Male,2,0
3464,25 - 45,F,Caucasian,Male,4,1
3465,25 - 45,F,African-American,Male,7,1
3466,25 - 45,F,African-American,Female,0,0
3467,25 - 45,F,Caucasian,Male,1,0
3468,25 - 45,F,Other,Female,0,0
3469,Greater than 45,F,African-American,Male,1,0
3470,25 - 45,M,African-American,Male,3,0
3471,25 - 45,F,African-American,Male,1,1
3472,Greater than 45,F,Hispanic,Male,8,0
3473,Less than 25,F,Caucasian,Male,1,0
3474,Less than 25,M,African-American,Female,0,1
3475,Less than 25,M,African-American,Male,0,0
3476,Greater than 45,M,Caucasian,Male,1,0
3477,Greater than 45,F,African-American,Male,4,0
3478,25 - 45,M,Hispanic,Male,1,0
3479,25 - 45,F,Caucasian,Male,2,1
3480,25 - 45,F,Hispanic,Male,1,0
3481,Greater than 45,F,African-American,Male,3,1
3482,25 - 45,M,African-American,Male,6,1
3483,Greater than 45,F,Caucasian,Male,1,0
3484,25 - 45,F,African-American,Female,1,0
3485,25 - 45,M,African-American,Female,2,0
3486,Less than 25,F,Caucasian,Male,0,0
3487,25 - 45,F,Caucasian,Male,2,0
3488,25 - 45,F,Caucasian,Male,1,0
3489,Less than 25,M,Hispanic,Male,0,0
3490,25 - 45,F,African-American,Male,7,1
3491,25 - 45,M,Hispanic,Male,4,0
3492,25 - 45,F,African-American,Male,2,1
3493,Greater than 45,F,Hispanic,Male,0,0
3494,25 - 45,F,Caucasian,Female,1,0
3495,Less than 25,M,Caucasian,Male,0,1
3496,Greater than 45,F,Other,Female,0,0
3497,Greater than 45,F,African-American,Male,6,0
3498,25 - 45,F,Caucasian,Male,0,0
3499,Less than 25,F,African-American,Male,1,1
3500,25 - 45,F,African-American,Male,1,0
3501,Less than 25,F,African-American,Male,1,0
3502,Greater than 45,F,African-American,Male,0,0
3503,25 - 45,M,Caucasian,Male,3,0
3504,25 - 45,F,Caucasian,Male,0,1
3505,25 - 45,F,Hispanic,Male,6,1
3506,25 - 45,F,African-American,Male,1,0
3507,25 - 45,M,African-American,Male,7,1
3508,25 - 45,F,African-American,Male,7,1
3509,25 - 45,F,African-American,Male,3,0
3510,Greater than 45,F,African-American,Male,3,0
3511,25 - 45,F,African-American,Male,7,1
3512,25 - 45,F,Caucasian,Male,6,1
3513,Greater than 45,F,Caucasian,Male,3,0
3514,25 - 45,F,Caucasian,Male,4,1
3515,25 - 45,M,African-American,Male,3,0
3516,25 - 45,F,Hispanic,Male,1,0
3517,25 - 45,M,Caucasian,Male,3,0
3518,Greater than 45,M,Caucasian,Female,0,0
3519,25 - 45,M,Other,Male,6,1
3520,25 - 45,M,African-American,Male,4,0
3521,Less than 25,M,African-American,Female,0,0
3522,25 - 45,M,African-American,Male,2,1
3523,25 - 45,M,African-American,Male,5,1
3524,Less than 25,F,Caucasian,Male,2,0
3525,Less than 25,F,African-American,Female,2,1
3526,25 - 45,F,African-American,Female,1,0
3527,Less than 25,F,Caucasian,Male,0,1
3528,25 - 45,M,African-American,Male,4,1
3529,Less than 25,F,Caucasian,Male,1,1
3530,25 - 45,F,African-American,Male,8,1
3531,25 - 45,M,Caucasian,Male,5,0
3532,Greater than 45,M,African-American,Male,13,0
3533,Less than 25,F,Caucasian,Male,0,0
3534,Greater than 45,M,Caucasian,Female,0,0
3535,Greater than 45,M,Caucasian,Female,0,0
3536,Greater than 45,F,African-American,Male,16,0
3537,25 - 45,M,Caucasian,Female,0,0
3538,Greater than 45,M,Caucasian,Male,4,0
3539,25 - 45,M,African-American,Male,1,1
3540,25 - 45,M,African-American,Male,19,1
3541,25 - 45,M,Caucasian,Male,0,0
3542,25 - 45,M,African-American,Female,3,0
3543,25 - 45,F,Caucasian,Male,2,0
3544,Less than 25,F,African-American,Male,3,1
3545,25 - 45,F,Caucasian,Male,2,0
3546,25 - 45,F,African-American,Male,3,1
3547,25 - 45,F,African-American,Female,13,0
3548,25 - 45,M,African-American,Male,19,0
3549,25 - 45,F,Other,Male,31,1
3550,Greater than 45,M,Other,Male,0,0
3551,25 - 45,F,African-American,Female,1,0
3552,25 - 45,F,African-American,Male,9,1
3553,25 - 45,F,Caucasian,Male,0,0
3554,Greater than 45,F,Other,Female,0,1
3555,Greater than 45,F,Caucasian,Male,3,1
3556,25 - 45,F,Caucasian,Male,5,0
3557,Greater than 45,M,Hispanic,Male,0,0
3558,25 - 45,F,African-American,Male,2,0
3559,25 - 45,M,Caucasian,Male,2,1
3560,Less than 25,F,Caucasian,Male,3,1
3561,25 - 45,F,African-American,Male,0,0
3562,25 - 45,F,Caucasian,Male,0,0
3563,Less than 25,F,African-American,Male,3,0
3564,25 - 45,M,African-American,Male,0,0
3565,25 - 45,F,African-American,Female,3,1
3566,25 - 45,F,African-American,Male,24,1
3567,25 - 45,F,Other,Male,2,0
3568,Less than 25,F,African-American,Male,4,1
3569,25 - 45,M,African-American,Male,0,1
3570,25 - 45,F,Caucasian,Male,0,1
3571,25 - 45,F,Caucasian,Male,0,0
3572,25 - 45,F,African-American,Male,2,1
3573,Less than 25,F,African-American,Male,1,1
3574,25 - 45,F,African-American,Female,0,0
3575,25 - 45,M,African-American,Male,0,0
3576,25 - 45,F,Hispanic,Male,0,0
3577,Greater than 45,M,Caucasian,Female,4,0
3578,25 - 45,M,Caucasian,Female,2,0
3579,Less than 25,M,Native American,Male,0,1
3580,25 - 45,F,Other,Male,0,0
3581,Less than 25,F,Caucasian,Male,1,0
3582,Less than 25,M,African-American,Female,11,1
3583,25 - 45,F,Caucasian,Male,3,0
3584,25 - 45,F,African-American,Male,4,1
3585,Greater than 45,M,African-American,Male,8,0
3586,25 - 45,F,African-American,Male,15,1
3587,25 - 45,M,African-American,Male,3,1
3588,25 - 45,F,African-American,Female,0,0
3589,25 - 45,F,African-American,Male,5,1
3590,Less than 25,F,Caucasian,Male,2,1
3591,Greater than 45,F,Caucasian,Male,1,1
3592,Less than 25,F,African-American,Male,2,1
3593,25 - 45,F,Caucasian,Male,12,0
3594,25 - 45,M,Asian,Male,0,0
3595,Less than 25,F,African-American,Male,0,1
3596,Greater than 45,F,African-American,Male,2,0
3597,Less than 25,M,African-American,Male,0,1
3598,Greater than 45,M,Hispanic,Male,1,0
3599,25 - 45,F,Other,Female,1,0
3600,25 - 45,M,African-American,Female,2,0
3601,25 - 45,M,Caucasian,Male,4,1
3602,Less than 25,M,Caucasian,Female,9,1
3603,Less than 25,F,African-American,Male,1,1
3604,Greater than 45,F,Caucasian,Male,1,0
3605,25 - 45,M,African-American,Male,5,0
3606,25 - 45,M,Hispanic,Male,2,0
3607,Greater than 45,F,Caucasian,Female,0,0
3608,Less than 25,F,African-American,Male,1,0
3609,25 - 45,F,Caucasian,Male,0,1
3610,25 - 45,M,Caucasian,Male,0,0
3611,Less than 25,F,African-American,Male,1,0
3612,Greater than 45,F,African-American,Male,0,1
3613,25 - 45,F,African-American,Male,0,0
3614,Less than 25,F,African-American,Male,0,0
3615,25 - 45,F,African-American,Male,5,0
3616,25 - 45,M,African-American,Male,8,0
3617,25 - 45,F,Caucasian,Male,2,0
3618,25 - 45,F,African-American,Female,0,0
3619,25 - 45,F,African-American,Male,5,0
3620,Less than 25,F,Other,Male,2,0
3621,25 - 45,F,Other,Male,0,1
3622,25 - 45,M,African-American,Female,1,0
3623,Less than 25,F,African-American,Male,1,0
3624,25 - 45,F,Hispanic,Male,1,1
3625,Greater than 45,F,Caucasian,Male,0,0
3626,Less than 25,M,African-American,Female,0,0
3627,25 - 45,F,African-American,Female,0,0
3628,25 - 45,F,African-American,Male,13,1
3629,25 - 45,M,African-American,Male,13,1
3630,25 - 45,M,African-American,Male,1,1
3631,Less than 25,F,African-American,Male,0,0
3632,25 - 45,F,African-American,Male,5,1
3633,25 - 45,F,African-American,Male,10,1
3634,Less than 25,F,African-American,Male,2,1
3635,Less than 25,F,Caucasian,Male,0,0
3636,25 - 45,M,Caucasian,Male,0,0
3637,Less than 25,M,Other,Female,0,0
3638,Greater than 45,M,Caucasian,Male,0,0
3639,Greater than 45,M,African-American,Male,6,0
3640,Less than 25,F,African-American,Male,1,0
3641,Less than 25,F,Caucasian,Male,0,0
3642,Less than 25,F,Caucasian,Male,0,1
3643,25 - 45,F,African-American,Female,8,1
3644,25 - 45,F,Caucasian,Male,1,0
3645,Less than 25,F,African-American,Male,0,1
3646,25 - 45,M,African-American,Female,1,0
3647,Less than 25,F,African-American,Female,0,1
3648,Greater than 45,M,Caucasian,Male,4,0
3649,Less than 25,F,Caucasian,Male,0,0
3650,Less than 25,F,African-American,Male,0,1
3651,25 - 45,M,Caucasian,Male,1,0
3652,25 - 45,F,African-American,Female,1,0
3653,25 - 45,F,African-American,Male,1,0
3654,25 - 45,M,Hispanic,Male,0,0
3655,25 - 45,F,African-American,Male,0,0
3656,25 - 45,F,Caucasian,Male,3,0
3657,25 - 45,M,African-American,Male,0,1
3658,25 - 45,M,African-American,Female,0,0
3659,25 - 45,F,African-American,Male,1,0
3660,25 - 45,F,African-American,Male,7,1
3661,25 - 45,F,Hispanic,Female,0,0
3662,Less than 25,M,Caucasian,Male,0,1
3663,25 - 45,M,African-American,Female,9,0
3664,25 - 45,F,African-American,Male,3,1
3665,25 - 45,F,Caucasian,Male,1,1
3666,25 - 45,F,Caucasian,Male,1,0
3667,25 - 45,F,Hispanic,Male,2,1
3668,25 - 45,F,African-American,Male,6,1
3669,Greater than 45,M,Caucasian,Male,5,0
3670,Greater than 45,F,African-American,Female,11,1
3671,Less than 25,F,Caucasian,Male,3,0
3672,Less than 25,M,Caucasian,Male,2,0
3673,Greater than 45,F,Caucasian,Female,0,0
3674,25 - 45,F,African-American,Male,0,0
3675,Less than 25,M,African-American,Male,0,1
3676,Less than 25,M,Other,Female,0,0
